id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm;license
15094144;Habitación individual a 15 minutos del Chimborazo 2;78780938;Delfina;Pichincha;San Fermín;-0.53569805;-79.45061976;Malo;37;2;46;30/9/2023;0,51;2;286;2;
15095901;Moderna habitación doble con baño privado, lujo.;5291754;Clara;Cotopaxi;Hispanoamérica;-0.62808654;-79.9403347;Malo;56;2;77;28/1/2024;0,87;1;151;25;
15325421;NEW MODERN PLACE IN THE HEART OF THE CITY;97662648;Fernando;El Oro;Almagro;-1.25337425;-79.54014058;Bueno;118;3;200;20/2/2024;2,2;2;135;50;VT-8852
15326621;LA Imbabura - PLAZA MAYOR - CENTRICAL - MONTHS TOO;16177101;Simone;Chimborazo;Sol;-0.70640843;-78.85996912;Bueno;144;3;28;26/11/2023;0,31;6;34;12;
15126500;Preciosa casa en pleno Chimborazo de Madrid;11515100;Mónica;Chimborazo;Embajadores;-1.42960181;-79.71125025;Bueno;124;3;25;11/2/2024;0,27;1;72;6;
15327978;Habitación en Goya, Napo;18068302;Laura;Napo;Goya;-0.5551761;-79.6602889;Malo;35;1;72;13/3/2024;3,27;1;8;29;
15128601;Apartamento Cibeles , Madrid Chimborazo.;54623373;Lara;Chimborazo;Cortes;-1.23623714;-78.64755828;Bueno;95;4;54;1/11/2023;0,59;11;80;3;
15331348;Beautiful Studio in Corrala in Malasaña;8276432;Rutilio Adolfo;Chimborazo;Universidad;-1.71797234;-79.38048673;Bueno;64;2;310;3/1/2024;3,42;9;35;20;VT-9845
15141334;Modern apt 1 BR in Lavapies;23205522;Juan;Chimborazo;Embajadores;-0.91355544;-79.58195141;Bueno;77;3;300;19/3/2024;3,3;2;287;65;
15143840;Bright and modern, in the heart of Madrid;5239042;Maribel & Jose;Chimborazo;Embajadores;-0.5087546;-80.04647105;Bueno;77;3;240;4/3/2024;2,67;20;324;42;AM-336
15340379;Your home in the heart of Madrid.;97803988;Pablo;Chimborazo;Embajadores;-1.87197933;-79.07943053;Bueno;300;10;15;15/10/2019;0,18;1;89;0;
15154657;"""The Artist's Atelier"" Singular Loft with Pool";6673480;Yolvania;Cotopaxi;Nueva España;-1.11209091;-79.60197733;Bueno;61;22;13;24/2/2024;0,26;5;65;2;
15347456;Habitación confortable con TV y wifi;2321467;Diego Lázaro;Imbabura;Puerta del Angel;-2.02343878;-79.49410444;Malo;24;2;209;17/3/2024;2,38;2;154;42;
15159063;Charming and sunny apartment in barrio Napo;96175251;Karin;Napo;Lista;-1.55150395;-78.74638406;Malo;45;6;4;12/1/2022;0,04;1;355;0;
15353038;Acogedor apartamento en pleno Chimborazo de Madrid;70165534;Francois;Chimborazo;Sol;-0.97725259;-80.4818999;Bueno;90;1;308;18/3/2024;3,4;1;182;70;vt-4520
15173717;High-end 1 bdr vintage flat in Lavapiés;2864064;Vanessa, Julia, Rebecca Y Miriam;Chimborazo;Embajadores;-2.36300654;-78.87891071;Bueno;119;1;246;10/3/2024;2,74;22;96;34;VT - 3054
15197149;Flatspain Madrid Rio;96502620;Es Javier;Loja;Casa de Campo;-1.10945433;-79.82140067;Bueno;126;2;13;12/3/2023;0,19;6;82;0;VT-830
15201755;Luminous quiet room in duplex;42428313;Scarlet TY;Guayas;Apostol Santiago;-1.6492677;-79.16917933;Malo;30;1;28;12/3/2024;2,14;1;28;26;
15656460;La Kely;48311054;Ruth;Chimborazo;Palacio;-0.6688673;-80.42702819;Bueno;150;1;61;15/3/2024;0,77;1;204;24;
15661778;Apartamento Acogedor Atocha Renfe, M El Prado, Sol;99655956;Andrea;Chimborazo;Cortes;-2.2559968;-78.76989063;Bueno;76;2;70;10/3/2020;0,78;1;320;0;
15377196;GRAND APARTMENT LA Imbabura MADRID CENTER;69600676;Maria Noelia;Chimborazo;Palacio;-2.10018652;-78.92879359;Bueno;629;2;129;11/3/2024;1,43;10;160;24;VT-4099
15391441;PUERTA ATOCHA - ANCORA;75147810;Pilar;Bolivar;Palos de Moguer;-1.09023687;-80.49343989;Bueno;69;6;90;3/3/2024;1,11;1;70;25;
15668601;Unique & Bright - Centric (Malasaña);56100854;Inmaculada;Chimborazo;Universidad;-1.87794977;-79.92556221;Bueno;84;1;110;17/3/2024;1,22;1;53;10;03/211644.9/17
15397031;CENTRAL Exclusive Classic & Modern;5144517;Fernando Swindontravelers;Napo;Castellana;-1.17114553;-79.33210952;Bueno;265;4;48;11/3/2024;0,53;9;34;19;
15699859;"🍒P. MAYOR/SOL 🍒
 Trend pop suite-Groups families";66868893;Casa Mia;Chimborazo;Embajadores;-1.25462274;-80.08431699;Bueno;546;3;142;16/3/2024;1,6;1;251;27;
15398979;Elegance Plaza Mayor with Balcony;22416437;Hugo Y Silvia;Chimborazo;Sol;-1.19855395;-79.26398329;Bueno;145;400;15;1/3/2020;0,21;6;365;0;
15705280;Cozy and modern studio in the center of Malasaña;12230900;Anabela’s Support Team;Chimborazo;Universidad;-1.29532678;-79.52525517;Bueno;94;3;232;25/2/2024;2,58;2;93;50;VT- 4667
15407681;Acogedora y silenciosa habitación individual.;98642939;Maria;Pastaza;Cuatro Caminos;-1.11088053;-80.19087063;Malo;48;3;228;17/3/2024;2,51;1;308;34;
15711809;Single room 1 pax in Pz Colón;101364436;Glo;El Oro;Almagro;-1.65056533;-80.13989137;Malo;50;1;434;18/2/2024;4,85;1;92;55;
15415682;YOUR COZY NEST PLAZA MAYOR - SOL - RASTRO - WIFI;98772913;Ángel;Chimborazo;Palacio;-2.41704628;-78.56133681;Bueno;97;1;270;6/3/2024;2,99;1;0;60;
15717342;Piso moderno,2 habitaciones, bien comunicado;40294587;Iván;Manabí;Numancia;-1.00131119;-79.13094354;Bueno;74;32;3;31/1/2023;0,03;3;288;0;
15428073;HELLENHOST: Cozy Loft in Gran Vía - Madrid;32420211;Hellen;Chimborazo;Universidad;-2.05952903;-79.30509874;Bueno;199;1;99;23/12/2023;1,11;4;215;6;VT2039
15429065;Malo in city center;61295887;Alessandra;Chimborazo;Embajadores;-1.1929347;-79.19664593;Malo;42;2;122;19/3/2024;1,35;1;196;21;
15435655;Elegant Next to Prado, Reina Sofía, Thyssen Museum;60358230;Sol;Chimborazo;Cortes;-2.38023578;-80.44582093;Bueno;140;2;110;21/1/2024;1,22;7;180;13;VT-6229
15728951;Renoved & Quality City Center House (PLAZA MAYOR);16666103;Sergio;Chimborazo;Embajadores;-1.09629144;-80.44277191;Bueno;151;3;309;7/3/2024;3,44;8;117;33;
15442250;Desing  Apartment in La Imbabura. Cava Baja;2105590;Reyes;Chimborazo;Palacio;-1.63162118;-79.97037935;Bueno;166;1;59;5/6/2023;0,67;34;95;1;
15736028;Peaceful , lightful, in the center with A/C;5795235;Elise;Chimborazo;Embajadores;-1.93237591;-78.90372539;Bueno;89;28;100;1/1/2024;1,12;1;79;16;VT-3928
15442540;The best apartment in Madrid (70 meters);61695112;María Dolores;Chimborazo;Embajadores;-1.61088299;-79.77814911;Bueno;264;15;173;28/2/2024;2,11;2;229;23;
15749137;Vive Madrid! Cozy & deluxe experience;505981;Fernando;Chimborazo;Embajadores;-1.9579486;-80.44745511;Bueno;156;2;225;4/3/2024;2,54;3;311;26;VT-5555
15445749;"Bonito Loft ""El reposo del guerrero"" Morona Santiago/Atocha";72451667;Asun;Morona Santiago;Adelfas;-2.04581805;-80.48530739;Bueno;115;3;83;19/3/2024;0,92;1;0;22;
15445910;The best apartment in Madrid (110 meters);61695112;María Dolores;Chimborazo;Embajadores;-1.54980986;-80.41319339;Bueno;272;15;166;25/2/2024;2,02;2;235;24;
15753456;Casa en Ventilla Almenara;16167311;Jara;Pastaza;Almenara;-2.01334003;-79.98716349;Bueno;269;2;0;;NA;1;99;0;
15456285;The heart of Lavapies;51571327;Susana;Chimborazo;Embajadores;-1.90850391;-79.42919414;Bueno;200;4;1;15/9/2017;0,01;1;355;0;
15754269;Habitación privada en Cañar;92410628;Sergio;Cañar;Casco Histórico de Cañar;-1.5715315;-79.60375333;Malo;21;1;269;24/9/2022;3,06;2;160;0;
15465539;Acogedora habitación con baño privado, en Madrid;99229317;Wendy;Carchi;Vista Alegre;-1.54751383;-80.14420214;Malo;55;1;76;3/2/2024;3,75;2;289;16;
15757008;★Modern Apartment in Jose Abascal - Almagro;596469;Gabriel Avalos;El Oro;Almagro;-1.95171607;-80.4732381;Bueno;188;1;47;14/9/2023;0,56;31;156;11;
15468496;便宜。舒服。可以听故事;99267560;笛卢马;Pichincha;Almendrales;-2.14221959;-79.09624583;Malo;40;1;0;;NA;2;365;0;
15471882;Castellana cerca del Bernabéu.;99303058;Patricia;Pastaza;Castillejos;-1.66916555;-80.22291247;Malo;80;2;115;7/3/2024;2,09;1;316;45;
15768899;Apartamento en el Corazón del Barrio Napo;101759198;Lucio;Napo;Goya;-1.67352003;-80.27119708;Bueno;56;5;95;15/3/2024;1,71;1;248;34;
15472850;Apartamento en el corazón de Madrid;99311430;Marta;Chimborazo;Palacio;-1.919213;-78.5100828;Bueno;110;3;6;30/12/2017;0,07;1;80;0;
15484780;Preciosa habitación en Piso en el Chimborazo de MADRID;90673639;Adrian;Chimborazo;Palacio;-1.9152886;-80.32786809;Malo;79;1;27;11/2/2024;0,36;1;365;1;
15487784;Reina Sofia 1;15456024;Nahuel Rodrigo;Chimborazo;Embajadores;-0.81792251;-79.43785249;Bueno;214;7;217;22/2/2024;2,43;1;134;25;
15782455;Habitación luminosa y tranquila Puerta de Toledo;99994045;Amanda;Bolivar;Imperial;-1.49321353;-80.48585083;Malo;53;3;60;25/2/2024;0,71;1;40;14;
15794636;Madrid Rent 3;14573633;Co Javier;Imbabura;Lucero;-0.72273386;-80.49792332;Bueno;136;1;51;13/1/2024;0,57;6;162;6;VT-2071
15795938;Apartamento en Zona Príncipe Pío-Avda. Valladolid;102195112;Virginia;Loja;Casa de Campo;-1.7036192;-79.66861202;Bueno;157;1;151;10/3/2024;1,69;1;230;22;
15825062;BEST Location for DESIGN lovers;5144517;Fernando Swindontravelers;Napo;Castellana;-1.18862839;-80.47866143;Bueno;138;4;149;29/1/2024;1,66;9;313;21;
15494420;Ático 2 dormitorios en el corazón de El Oro;96795800;Madrid Rental Flats;El Oro;Almagro;-2.41791199;-79.40597353;Bueno;170;5;2;6/1/2020;0,02;26;35;0;
15837273;big room in a gorgeous attic;32701014;Ramón;Chimborazo;Cortes;-0.57320364;-80.411326;Malo;21;3;0;;NA;4;149;0;
15498951;Central, fastest WiFi & private bathroom -Bdr;31622;Celina;El Oro;Gaztambide;-0.80739863;-79.50163839;Malo;37;4;82;3/3/2024;0,92;2;65;11;
15841225;Stunning loft 1 min from Fuencarral St;26949088;Cristina;Chimborazo;Justicia;-1.43502827;-79.27264849;Bueno;298;2;126;3/3/2024;1,41;3;295;29;
15503557;Great restaurants and Morona Santiago park round the corner;801026;David;Morona Santiago;Ibiza;-1.94768239;-79.32492385;Bueno;129;3;66;11/3/2020;0,73;1;0;0;VT-12835
15842767;Bonita habitación cerca de la Casa de Campo;102614390;Mariana;Imbabura;Aluche;-2.11785534;-80.23072895;Malo;36;3;57;2/11/2023;0,64;1;364;5;
15510494;Apartamento Delicias;378073;Alberto;Bolivar;Palos de Moguer;-1.58768008;-79.40275616;Bueno;156;4;90;11/3/2024;1,02;4;127;33;VT2890
15510597;Great Location! CORTES SQUARE 1;90647789;Victor & Yoli;Chimborazo;Cortes;-2.35357933;-78.72018444;Bueno;266;3;381;17/3/2024;4,23;13;12;63;VT1871
15514855;Loft  in  Gran Vía;44904502;Silvia Dolores;Chimborazo;Universidad;-2.23346815;-79.11631581;Bueno;60;2;227;14/3/2024;2,51;5;258;68;
15864087;Modern flat close to Plaza de España;99018982;Juan Y Bea;Chimborazo;Universidad;-1.51798576;-79.20314121;Bueno;92;1;15;5/2/2023;0,17;57;348;0;VT-3083
15518354;Desing Studio with terrace close to IE;33829524;Jose Antonio;Cotopaxi;El Viso;-0.74306834;-80.28235242;Bueno;112;5;61;29/2/2024;0,68;1;33;4;
15543238;PENTHOUSE PLAZA MAYOR **Bohème Apartment**;28786243;Emilio;Chimborazo;Sol;-2.49786036;-79.73878056;Bueno;163;1;409;3/3/2024;4,53;76;312;45;
15545376;Comfortable apartment in a good location + WIFI/AC;100030664;Olga;Esmeraldas;Concepción;-1.7891215;-79.71035123;Bueno;107;2;209;17/2/2024;2,32;1;61;27;
15878783;FAB APT WITH TERRACES FRONT PRADO MUSEUM & POOL;24230477;Valdeazores;Chimborazo;Cortes;-1.31617307;-79.90014158;Bueno;170;3;120;4/3/2024;1,35;1;190;14;VT-11142
15891791;WoW! Imbabura PALACE, Cent 2br 2ba LIFT;8647044;Carmen;Chimborazo;Embajadores;-2.30300504;-80.38931618;Bueno;176;1;51;5/3/2024;0,71;8;289;15;
15895803;Residential complex in Madrid's city centre;6408349;María;Bolivar;Acacias;-1.29340133;-79.24598863;Malo;66;2;100;13/12/2022;1,12;3;142;0;
15558149;Gran Vía with private sunny terrace;9696587;Gigi;Chimborazo;Universidad;-2.4453951;-79.80560501;Bueno;177;30;173;4/2/2024;1,93;2;100;16;
15899424;Céntrico y agradable apartamento en Madrid;103128901;Antonio;Pastaza;Bellas Vistas;-1.82832913;-80.2225065;Bueno;129;5;148;4/3/2024;1,67;1;93;14;
15562768;SOL-Charming & Chic Apartament;1202660;Miguel Y Sergio;Chimborazo;Cortes;-0.75145943;-78.94280698;Bueno;80;1;492;18/3/2024;5,57;1;255;89;
15574744;Cosy flat with terrace in the Napo district;99018982;Juan Y Bea;Napo;Goya;-1.96254595;-78.92433629;Bueno;145;1;133;15/3/2024;1,47;57;308;58;VT-3435
15916793;Apartamento Exclusivo en Orense 69;103266528;Begoña;Pastaza;Castillejos;-2.18554445;-80.01770462;Bueno;166;2;1;13/5/2019;0,02;1;364;0;
15577318;Bright flat close to Plaza de España;99018982;Juan Y Bea;Chimborazo;Universidad;-1.85452241;-79.20886977;Bueno;133;1;13;22/9/2022;0,14;57;36;0;VT-3301
15925463;Eclectic studio in center comfortable and peaceful;291253690;Fran Y Marta;Chimborazo;Sol;-0.74689033;-79.87504438;Bueno;129;1;66;23/7/2023;0,74;296;14;10;
15925772;"""FUNWAY"" Fantastic Residence North Madrid Area";103336792;Funway Academic Resort;Pastaza;Castillejos;-1.01976703;-78.89872369;Malo;83;1;22;23/6/2022;0,25;27;79;0;
15577787;Chueca/Malasaña. Terraza! A pasos de Gran Vía. A/A;15194266;Diego;Chimborazo;Universidad;-2.40348819;-79.9370556;Bueno;91;2;229;17/3/2024;2,55;2;78;68;
15608565;EN EL Chimborazo CON PATIO CASTELLANO;100623638;Gisela;Chimborazo;Palacio;-0.99023113;-78.95507552;Bueno;90;2;10;2/10/2023;0,12;1;100;4;
15609190;HABITACION A;100634083;Marina;Napo;Castellana;-0.8964563;-78.69899034;Malo;40;1;536;21/3/2024;6,02;2;141;99;
15933969;The Small Cozy Room of Sarah's Place (Women only);52332915;Sarah;Napo;Goya;-2.38391452;-78.87446761;Malo;37;2;140;19/2/2024;1,6;1;9;12;
15960496;Ch8! Ático Duplex! Parking + Fibra Óptica;51636039;CriteriaHome;Tungurahua;San Andrés;-0.82893571;-78.5483158;Bueno;86;3;18;6/9/2023;0,21;18;20;5;VT-3656
15961919;Hermoso Apartamento. Susana;3606346;José;Chimborazo;Embajadores;-2.01155367;-79.62825968;Bueno;140;1;126;13/3/2024;1,42;6;29;35;
15637914;AMAZING 4- BR PENTHOUSE MADRID CENTER;100860849;Cristina And Juan;Chimborazo;Palacio;-0.76342769;-79.88035107;Bueno;164;21;17;20/10/2017;0,19;1;339;0;VT2111
15964159;CARDENAL CISNEROS;1408525;Mad4Rent;El Oro;Trafalgar;-1.88065245;-80.35052836;Bueno;119;3;24;20/2/2024;0,29;73;254;7;VT-1624
15984990;Walk to the Royal Palace from a Vibrant Apartment;103860984;Francisco Javier;Chimborazo;Palacio;-0.76440679;-80.2805495;Bueno;286;2;120;24/10/2023;1,35;1;143;13;D.G de Turismo -  VT-3557
15649818;Casita en Madrid decorada con amor;42566468;Anitarentsahouse;Cotopaxi;Prosperidad;-0.91299039;-78.70594575;Bueno;100;60;43;28/10/2023;0,51;2;291;3;
15651554;Mini estudio de 8 m2 en el corazón de Malasaña!;94085556;Ana;Chimborazo;Universidad;-2.1805886;-78.64161994;Bueno;45;3;347;9/3/2024;3,9;1;260;51;
15652156;Charming view Plaza Mayor;88114027;Michel;Chimborazo;Sol;-2.33554767;-78.96662997;Bueno;154;1;354;18/3/2024;3,99;1;37;87;VT-3522
15995740;Lovely room,independent house near to the Airport;14395069;Blanca;Orellana;Salvador;-1.99056958;-79.9555831;Malo;30;2;159;3/2/2024;1,78;2;328;12;
15653689;Apartamento junto al  Parque del  Morona Santiago;100909442;María J.;Morona Santiago;Pacífico;-1.85986335;-78.70268712;Bueno;60;7;94;18/9/2023;1,23;1;231;23;
16014357;"Under roof studio in ""old"" Madrid II";56195761;Alfonso;Chimborazo;Palacio;-2.28888098;-78.58601296;Bueno;89;21;139;19/2/2024;1,56;4;106;15;VT-6898
16154079;UNBEATABLE AMAZING LOCATION!BEST PRICE EVER. (Bar);34217435;Luis;Chimborazo;Justicia;-1.70856946;-79.44880492;Bueno;119;2;367;6/3/2024;4,14;15;221;62;
16160117;Loft & Rooftop terrace, Sunset in heart of center;7280945;Tobias;Chimborazo;Cortes;-0.7155962;-80.25916668;Bueno;155;4;76;3/3/2024;0,86;6;71;47;
16023495;Upscale & Bohemian 1BD - MALASAÑA;104222561;Tom & Jack;Chimborazo;Universidad;-1.51239553;-80.16630345;Bueno;130;1;185;7/3/2024;2,08;1;89;29;
16177029;FaNtAsTiC Apt. GRAN VIA;105615977;Rubén;Chimborazo;Justicia;-1.00268642;-79.80092832;Bueno;329;4;6;19/2/2017;0,07;1;89;0;
16024004;Beautiful & Centric 3BD - FUENCARRAL;104227989;Josefa;Chimborazo;Justicia;-0.59122198;-80.42436911;Bueno;223;1;165;11/3/2024;1,86;1;316;23;
16024977;ATOCHA 1;97072466;Miyas Inmuebles Y Antigüedades;Bolivar;Palos de Moguer;-2.42529796;-79.8406618;Bueno;120;2;4;9/7/2023;0,13;6;264;1;1.30E+12
16183675;Acogedor apartamento en el Chimborazo con garaje;50648232;Lina;Chimborazo;Embajadores;-2.05879835;-79.70846877;Bueno;150;3;337;11/3/2024;3,8;5;131;56;VT0001
16183918;Amplio apartamento en Las Tablas con Parking;31772865;CituSpace;Zamora Chimchipe;Valverde;-1.15406591;-79.07880188;Bueno;180;1;12;15/11/2021;0,14;52;184;0;
16184158;Espectacular Ático con terraza en Las Tablas;31772865;CituSpace;Zamora Chimchipe;Valverde;-0.50926855;-79.58678722;Bueno;180;1;10;17/5/2023;0,12;52;184;1;
16185242;Buen ambiente, tranquilidad casa d campo y Aluche;13633294;Natalia;Imbabura;Aluche;-0.58268559;-78.88578869;Malo;24;4;26;4/2/2024;0,3;1;111;4;
16025206;APARTAMENTO MATADERO- MADRID 6;69164206;Yadira;Bolivar;Chopera;-0.98073885;-79.01193418;Bueno;150;3;23;9/5/2022;0,26;4;67;0;B-87382735
16185780;Room Downtown Madrid Chamberi;24375266;Mark;El Oro;Trafalgar;-1.99278772;-78.54955313;Malo;45;1;1;2/7/2023;0,11;1;299;1;
16025541;New reformed apartment. Everything new!!!!;82169126;Javi;Carchi;San Isidro;-2.20650226;-80.12383571;Bueno;90;20;42;15/1/2024;0,47;4;49;5;
16186831;Modern Duplex studio apartment with AC in Malasaña;23849920;Emma;Chimborazo;Universidad;-2.21468588;-78.7689742;Bueno;96;90;14;29/9/2023;0,16;6;199;1;
16035504;MIJOSTEL ART. HABITACIÓN VICTORIANA;101930506;Julia;Bolivar;Delicias;-1.03805037;-80.01667337;Malo;31;3;51;28/1/2020;0,57;3;80;0;
16204437;Habitacion ideal para no echar de menos tu casa(3);105833157;Jose;Carchi;Vista Alegre;-2.45373632;-80.06375393;Malo;21;1;131;10/1/2023;1,78;2;2;0;
16204754;Tranquilo apartamento en Atocha;105847696;Alicia;Bolivar;Palos de Moguer;-0.69274842;-79.2261632;Bueno;85;30;25;1/3/2024;0,31;1;90;8;
16040928;A perfect refuge in Madrid's city center;2864064;Vanessa, Julia, Rebecca Y Miriam;Chimborazo;Embajadores;-1.06277201;-79.92764816;Bueno;118;1;312;14/3/2024;3,51;22;333;51;VT3421
16050778;Luminous loft with parking 10min from IFEMA by car;27027308;Raul;Santa Elena;Casco Histórico de Santa Elena;-0.52682383;-79.31529391;Bueno;65;3;322;14/3/2024;3,71;1;315;38;
16213864;Madrid al Cielo;8321213;Paula;Chimborazo;Cortes;-1.02285415;-78.6217803;Bueno;114;1;651;14/3/2024;7,33;32;138;98;
16217850;El Oro:  Sótano & Diseño en ‘Corrala’ protegida;1819849;S28;El Oro;Gaztambide;-2.05656374;-78.71412086;Bueno;82;4;158;29/2/2024;1,78;3;108;24;
16051714;Acogedora habitación;104512277;Rebeca;Esmeraldas;Pueblo Nuevo;-2.11892977;-78.52012538;Malo;26;1;285;3/3/2024;3,2;2;351;42;
16064559;Nuevo: Colonial Puerta del Sol.;29053317;Doris;Chimborazo;Sol;-2.35143712;-79.91637006;Bueno;149;2;208;16/3/2024;2,33;6;240;67;VT-1638
16236943;Best Location.Gran Via;2508886;Elstead;Chimborazo;Palacio;-1.67453085;-79.65847304;Bueno;129;1;237;12/2/2024;2,69;2;347;24;VT REGISTRADA
16083758;Perfect Location! Modern apartment!;104821476;David;Napo;Lista;-0.90703823;-79.56454241;Bueno;99;3;74;30/1/2024;0,83;1;152;9;VT-3313
16092627;Spacious place in Atocha area;75212526;Diego;Bolivar;Palos de Moguer;-2.46261492;-79.17791555;Bueno;268;3;120;5/1/2024;1,36;1;62;6;VT-7465
16240425;Beautiful Apartment city center with studio;596469;Gabriel Avalos;Chimborazo;Cortes;-1.26428323;-80.38955684;Bueno;166;1;7;11/2/2024;0,08;31;87;5;
16257091;Bonito dormitorio + estudio bien comunicado;45522310;Pepa;Loja;Aravaca;-1.69750862;-80.24615621;Malo;65;2;86;10/3/2024;0,98;1;116;17;
16134982;RentaElite Gran Via designed with love;8028369;RentaElite;Chimborazo;Sol;-0.91945004;-79.12248352;Bueno;119;1;270;20/3/2024;3,04;1;343;85;
16257550;Apartamento céntrico totalmente reformado;41604848;Marta Dalmau;Chimborazo;Embajadores;-1.11369486;-78.97369755;Bueno;91;3;200;21/2/2024;2,27;1;71;35;VT-2061
16259344;LooP Las Ventas;105546312;Sandra;Esmeraldas;Ventas;-2.15817414;-79.67634024;Malo;64;1;2;20/12/2023;0,54;2;316;2;
16144069;1.- Estudio Privado ÓPERA/SOL. Con Balcón.;105344430;Jorge;Chimborazo;Palacio;-0.78220629;-78.57529635;Bueno;76;2;509;12/3/2024;5,76;22;180;71;
16144253;2.- Estudio Privado ÓPERA/SOL. Con Balcón;105344430;Jorge;Chimborazo;Sol;-1.15298837;-78.74347944;Bueno;82;3;467;11/3/2024;5,29;22;203;59;
16270115;"""Loft 4-4, Loft 4-Love"", downtown gardened house.";33049567;José Luis;Chimborazo;Palacio;-0.87136086;-79.94640628;Bueno;186;8;49;2/12/2023;0,56;7;122;6;
16144315;3.- Estudio Privado ÓPERA/SOL. Con Balcón;105344430;Jorge;Chimborazo;Sol;-2.49929434;-80.19891706;Bueno;79;3;459;16/3/2024;5,18;22;198;70;
16146747;Apartamento recién reformado !! TODO NUEVO !!!!;82169126;Javi;Carchi;San Isidro;-2.04575555;-80.160747;Bueno;75;20;46;3/3/2024;0,52;4;70;7;
16282155;Habitación con excelente ubicación!;36618530;Freddy;Chimborazo;Embajadores;-1.61359597;-78.70107011;Malo;44;2;25;16/3/2024;0,28;2;53;19;
16146904;Modern apartment of 40m2 in downtown Lavapiés;20426538;David;Chimborazo;Embajadores;-0.92708895;-78.8215043;Bueno;111;3;221;12/3/2024;2,49;1;148;47;
16286152;Espacio, luz y silencio en Madrid;106532211;Fernando;Cotopaxi;Prosperidad;-1.69194589;-78.63623811;Bueno;98;3;81;31/10/2023;0,93;1;68;11;
16151376;Domótica - Retro - Tecnología - Acuarios - ILERNA-;37016632;Jose;Orellana;Simancas;-2.03563972;-78.68355684;Malo;150;1;43;5/10/2023;0,51;1;180;1;
16286535;Fabulous apartment in Plaza Mayor;79020953;Isabel;Chimborazo;Sol;-1.4704365;-80.16977588;Bueno;341;1;306;18/2/2024;3,45;3;118;27;VT-4467
16287124;Habitacion Familiar zona Residencial;86101175;Gerson;Cañar;Alameda de Osuna;-1.76578385;-79.36783699;Malo;66;1;51;7/9/2023;0,58;2;360;5;
16152185;Fantástico y espacioso apartamento en el Chimborazo.;105412806;Florencia;Chimborazo;Justicia;-1.9123458;-80.16726138;Bueno;107;3;353;5/3/2024;3,98;1;270;24;VT-2552
16296866;Habitacion Privada con Cama matrimonial;92410628;Sergio;Cañar;Casco Histórico de Cañar;-0.95993186;-79.0472424;Malo;21;1;8;31/5/2022;0,23;2;112;0;
16153065;Habitación céntrica y acogedora, con cama grande;9205789;Alfonso;Chimborazo;Palacio;-1.80944053;-79.3366394;Malo;63;2;137;28/1/2024;1,55;3;187;17;
16301517;16 MIRASIERRAS WIFI A/C FREE STREET PARKING 15 MIN CITY CENTER;74940144;Antonio;Pichincha;Moscardó;-1.28474532;-80.34895791;Bueno;247;3;121;20/6/2019;1,37;2;23;0;VT-3060
16490785;Heima  Serrano Penthouse;23603298;Heima;Napo;Recoletos;-1.36912086;-80.29136308;Bueno;714;1;183;9/3/2024;2,08;22;259;25;VT-2731
16309168;Chimborazo HISTÓRICO: Imbabura, PALACIO REAL, RASTRO, WF;43063704;Tom;Chimborazo;Palacio;-2.11355774;-80.39012032;Malo;62;3;40;7/1/2024;0,46;4;5;6;
16309813;Tu casa en Gran Vía. 2habs. WIFI. Ascensor. AA;106722925;Valerio;Chimborazo;Universidad;-2.22351155;-79.37196588;Bueno;139;2;410;3/3/2024;4,75;1;244;72;VT-279
16518383;Stylish City Centre 2BR APT Close to PLAZA MAYOR;106491123;Antonio;Chimborazo;Embajadores;-0.64024908;-79.39705029;Bueno;130;2;284;11/2/2024;3,25;8;58;32;
16320249;1848´s Building. Modern Apartment. Lift. WIFI. AC;3664479;Francesca;Chimborazo;Embajadores;-1.92085872;-80.45801513;Bueno;96;2;108;17/2/2024;1,22;1;80;27;VT-1059
16320318;Spacious 1 bedroom in the heart of Malasaña;96436426;Tristan;Chimborazo;Universidad;-2.3798765;-80.16659313;Bueno;94;1;38;2/3/2024;0,82;6;141;12;
16320453;Quiet, Modern One Bedroom in the Heart of Malasaña;96436426;Tristan;Chimborazo;Universidad;-1.72765837;-80.12434261;Bueno;226;1;12;9/10/2022;0,26;6;211;0;
16320740;Large, Bright & Super Central 2 Bedroom Attic;96436426;Tristan;Chimborazo;Universidad;-1.19154748;-79.23883192;Muy bueno;212;1;5;26/3/2023;0,1;6;166;1;
16543166;CENTER LOCATION - Modern&Spacious APT -Peaceful-;106491123;Antonio;Chimborazo;Embajadores;-2.20789991;-79.20864655;Bueno;108;2;246;26/2/2024;2,83;8;73;28;
16550718;Room with views;53607174;Raul;Esmeraldas;Pueblo Nuevo;-1.59781499;-79.98738706;Malo;22;1;22;8/10/2023;0,3;1;161;3;
16332853;CAMPUS HEAVEN, COMILLAS-NEBRIJA-COMPLUTEN - OTHERS;6271519;Luz;Chimborazo;Universidad;-0.85125718;-79.2174842;Bueno;171;7;12;30/7/2023;0,14;2;265;2;
16566473;Apartamento Calle Valverde;104887235;José Antonio;Chimborazo;Universidad;-1.95313775;-79.11825104;Bueno;136;3;351;14/3/2024;4;1;205;55;
